user_id,loyalty_tier,hotel_id,checkin_date,checkout_date,length_of_stay,price_paid,trip_purpose,party_type,rating
U0371,Platinum,H014,1/30/25,2/1/25,2,448,Business,Group,3
U0371,Platinum,H082,2/15/25,2/17/25,2,1050,Business,Solo,5
U0371,Platinum,H012,6/13/23,6/16/23,3,1578,Business,Solo,5
U0371,Platinum,H004,5/17/24,5/31/24,14,2296,Business,Solo,3.5
U0371,Platinum,H084,11/11/24,11/14/24,3,771,Business,Group,4
U0371,Platinum,H022,10/22/24,10/24/24,2,710,Leisure,Group,3.5
U0371,Platinum,H053,7/21/23,7/22/23,1,255,Business,Group,3
U0371,Platinum,H032,3/26/24,3/31/24,5,2425,Business,Group,4
U0371,Platinum,H005,9/23/25,9/25/25,2,362,Business,Solo,3
U0371,Platinum,H062,2/14/25,2/17/25,3,1515,Business,Group,4.5
U0372,Silver,H059,7/24/24,8/3/24,10,870,Family,Family,2
U0372,Silver,H031,11/2/25,11/16/25,14,8694,Family,Family,3.5
U0372,Silver,H076,10/5/24,10/8/24,3,525,Family,Family,1.5
U0372,Silver,H053,3/9/24,3/13/24,4,696,Family,Family,3
U0372,Silver,H033,7/18/23,7/22/23,4,920,Family,Couple,2.5
U0373,Classic,H054,3/25/25,3/29/25,4,1184,Leisure,Couple,1
U0373,Classic,H042,7/25/24,7/27/24,2,1274,Leisure,Family,2
U0373,Classic,H085,4/25/25,4/30/25,5,930,Leisure,Solo,1.5
U0373,Classic,H061,10/8/23,10/11/23,3,1128,Family,Family,2
U0374,Silver,H081,9/17/23,9/20/23,3,1596,Business,Solo,3
U0374,Silver,H087,6/1/24,6/11/24,10,1750,Leisure,Family,2.5
U0374,Silver,H092,7/30/24,8/4/24,5,2440,Family,Family,3
U0374,Silver,H041,8/14/23,8/18/23,4,1760,Leisure,Family,2.5
U0374,Silver,H052,1/16/24,1/18/24,2,838,Family,Family,3
U0374,Silver,H054,9/11/23,9/13/23,2,658,Business,Solo,2.5
U0374,Silver,H062,7/26/24,7/28/24,2,1064,Family,Family,3
U0374,Silver,H001,2/23/24,2/27/24,4,1844,Leisure,Family,3
U0374,Silver,H082,10/29/23,10/31/23,2,812,Family,Family,3.5
U0374,Silver,H023,6/5/25,6/10/25,5,1165,Leisure,Family,1.5
U0374,Silver,H043,8/16/24,8/19/24,3,912,Leisure,Couple,1.5
U0375,Diamond,H002,5/5/24,5/8/24,3,1122,Business,Group,4
U0375,Diamond,H012,4/19/24,4/23/24,4,1628,Business,Solo,5
U0375,Diamond,H031,4/11/24,4/13/24,2,1098,Business,Solo,4.5
U0375,Diamond,H024,10/11/23,10/13/23,2,470,Business,Group,3
U0375,Diamond,H073,5/24/24,5/27/24,3,507,Business,Group,3.5
U0375,Diamond,H081,8/12/24,8/16/24,4,2392,Family,Family,4.5
U0375,Diamond,H014,4/7/24,4/10/24,3,708,Business,Solo,4
U0375,Diamond,H011,7/23/23,7/27/23,4,1912,Business,Solo,4
U0375,Diamond,H056,8/21/23,8/25/23,4,388,Business,Solo,3
U0375,Diamond,H074,4/18/24,4/22/24,4,1268,Business,Solo,3.5
U0375,Diamond,H092,6/14/25,6/16/25,2,1028,Business,Solo,3.5
U0375,Diamond,H001,4/4/25,4/6/25,2,1020,Business,Solo,4
U0375,Diamond,H033,7/12/23,7/15/23,3,951,Leisure,Solo,4.5
U0375,Diamond,H067,1/3/25,1/17/25,14,2380,Business,Solo,2.5
U0376,Silver,H004,5/25/25,5/30/25,5,970,Leisure,Couple,3.5
U0376,Silver,H053,8/11/25,8/14/25,3,1026,Leisure,Family,2.5
U0376,Silver,H042,9/29/25,10/2/25,3,1842,Family,Couple,2.5
U0376,Silver,H072,4/6/24,4/7/24,1,492,Family,Family,3.5
U0377,Gold,H028,5/2/25,5/7/25,5,485,Family,Family,1
U0377,Gold,H099,9/21/25,10/1/25,10,520,Leisure,Couple,1.5
U0377,Gold,H072,6/12/23,6/17/23,5,2595,Leisure,Group,1.5
U0377,Gold,H037,2/16/24,2/19/24,3,429,Leisure,Solo,2
U0377,Gold,H082,2/16/25,2/20/25,4,2140,Leisure,Group,1.5
U0377,Gold,H047,3/2/24,3/4/24,2,238,Business,Solo,2
U0377,Gold,H086,11/4/24,11/9/24,5,660,Leisure,Couple,1
U0377,Gold,H025,9/7/25,9/8/25,1,202,Family,Family,1
U0377,Gold,H022,10/10/25,10/12/25,2,728,Leisure,Solo,2
U0377,Gold,H024,4/13/24,4/14/24,1,293,Leisure,Group,1
U0378,Gold,H011,2/9/25,2/10/25,1,404,Family,Family,2.5
U0378,Gold,H023,5/1/25,5/5/25,4,1044,Family,Family,3
U0378,Gold,H021,11/13/25,11/16/25,3,1545,Family,Couple,3.5
U0378,Gold,H083,9/21/23,9/24/23,3,741,Leisure,Family,2.5
U0378,Gold,H095,2/5/25,2/8/25,3,324,Family,Family,2.5
U0378,Gold,H081,11/23/24,11/30/24,7,4186,Leisure,Family,3
U0378,Gold,H071,11/13/25,11/18/25,5,2065,Leisure,Group,3
U0378,Gold,H054,1/5/24,1/7/24,2,532,Business,Solo,2.5
U0378,Gold,H073,2/26/24,2/29/24,3,753,Family,Family,3
U0378,Gold,H092,11/20/23,12/4/23,14,8414,Family,Couple,3
U0379,Classic,H062,6/16/24,6/20/24,4,2288,Leisure,Solo,2.5
U0379,Classic,H050,2/1/24,2/6/24,5,460,Leisure,Family,1
U0379,Classic,H002,11/23/25,11/25/25,2,736,Leisure,Group,2
U0380,Gold,H004,7/31/25,8/2/25,2,336,Family,Family,2
U0380,Gold,H072,2/18/25,2/20/25,2,900,Family,Family,3
U0380,Gold,H067,7/9/24,7/11/24,2,266,Family,Couple,1.5
U0380,Gold,H034,4/19/25,4/22/25,3,750,Leisure,Family,2.5
U0380,Gold,H033,4/16/24,4/20/24,4,948,Family,Family,2.5
U0380,Gold,H094,6/23/25,6/30/25,7,1372,Family,Family,2
U0380,Gold,H062,5/20/24,5/23/24,3,1347,Family,Family,3.5
U0380,Gold,H023,10/2/24,10/5/24,3,741,Family,Family,2.5
U0380,Gold,H091,1/22/24,1/27/24,5,2000,Family,Family,2.5
U0380,Gold,H026,9/1/24,9/8/24,7,1267,Family,Family,2
U0381,Silver,H042,5/17/24,5/20/24,3,1674,Family,Family,3
U0381,Silver,H084,2/7/25,2/8/25,1,190,Business,Group,2.5
U0381,Silver,H012,11/7/24,11/12/24,5,2445,Business,Solo,3.5
U0381,Silver,H023,6/8/23,6/11/23,3,708,Business,Group,3.5
U0381,Silver,H044,11/13/23,11/18/23,5,1285,Business,Solo,2
U0381,Silver,H003,8/16/23,8/20/23,4,976,Business,Group,2.5
U0381,Silver,H007,1/14/24,1/28/24,14,1022,Leisure,Group,1.5
U0382,Classic,H042,10/14/24,10/18/24,4,1628,Business,Group,4.5
U0382,Classic,H064,7/30/25,8/2/25,3,648,Leisure,Group,3.5
U0382,Classic,H074,10/29/24,11/2/24,4,1364,Leisure,Solo,3.5
U0382,Classic,H043,9/5/24,9/8/24,3,774,Business,Solo,4
U0382,Classic,H022,9/16/24,9/23/24,7,3486,Business,Solo,4.5
U0383,Classic,H066,10/27/24,10/31/24,4,572,Family,Family,1.5
U0383,Classic,H094,12/19/23,12/24/23,5,1495,Family,Family,2.5
U0383,Classic,H031,7/17/24,7/22/24,5,2825,Family,Family,3
U0383,Classic,H001,9/11/23,9/18/23,7,3899,Leisure,Family,3.5
U0383,Classic,H072,11/22/23,11/24/23,2,992,Family,Family,3
U0383,Classic,H084,4/30/25,5/2/25,2,414,Family,Couple,1
U0383,Classic,H003,5/10/25,5/14/25,4,1008,Family,Family,1.5
U0383,Classic,H062,12/19/24,12/23/24,4,1824,Family,Family,2.5
U0383,Classic,H036,11/21/24,11/24/24,3,552,Leisure,Solo,1
U0384,Classic,H080,1/13/25,1/15/25,2,80,Business,Solo,2.5
U0384,Classic,H092,1/31/24,2/3/24,3,1560,Business,Solo,4
U0384,Classic,H031,12/8/23,12/12/23,4,2108,Family,Family,4.5
U0384,Classic,H023,8/23/24,8/27/24,4,1092,Family,Family,4.5
U0384,Classic,H061,1/14/25,1/16/25,2,906,Family,Family,4.5
U0384,Classic,H057,9/28/23,10/3/23,5,515,Family,Family,3
U0385,Classic,H014,4/22/25,4/24/25,2,402,Leisure,Solo,2
U0385,Classic,H031,4/5/25,4/8/25,3,1632,Business,Solo,1.5
U0385,Classic,H092,12/10/23,12/14/23,4,2636,Leisure,Couple,1
U0385,Classic,H054,11/7/23,11/11/23,4,1200,Family,Family,2.5
U0385,Classic,H035,4/27/24,4/28/24,1,204,Leisure,Solo,1
U0385,Classic,H039,1/28/24,2/7/24,10,830,Business,Solo,2
U0385,Classic,H083,12/10/25,12/14/25,4,996,Leisure,Couple,1
U0386,Silver,H052,9/3/25,9/17/25,14,8386,Leisure,Solo,3
U0386,Silver,H057,3/2/24,3/5/24,3,264,Family,Family,1.5
U0386,Silver,H072,7/20/23,7/21/23,1,497,Family,Family,3
U0386,Silver,H074,3/12/24,3/26/24,14,4760,Business,Solo,3.5
U0386,Silver,H049,12/19/24,12/21/24,2,140,Family,Family,2
U0386,Silver,H003,11/5/25,11/9/25,4,1140,Leisure,Family,3
U0387,Gold,H074,5/9/24,5/14/24,5,1545,Business,Solo,2
U0387,Gold,H062,1/4/25,1/9/25,5,2740,Leisure,Solo,1.5
U0387,Gold,H094,11/21/24,11/26/24,5,1075,Leisure,Solo,1
U0387,Gold,H010,2/17/24,2/20/24,3,135,Leisure,Couple,1.5
U0387,Gold,H079,11/24/24,11/28/24,4,248,Leisure,Couple,1.5
U0387,Gold,H065,5/18/24,5/21/24,3,285,Business,Solo,1.5
U0387,Gold,H031,8/18/25,8/23/25,5,2970,Leisure,Couple,1.5
U0387,Gold,H053,11/3/24,11/5/24,2,576,Family,Family,1.5
U0387,Gold,H063,5/30/24,6/3/24,4,876,Leisure,Family,2.5
U0387,Gold,H073,9/17/23,9/20/23,3,486,Business,Solo,2
U0388,Gold,H069,10/27/24,11/1/24,5,620,Family,Family,2
U0388,Gold,H054,7/14/25,7/17/25,3,909,Family,Family,2
U0388,Gold,H050,6/25/23,7/9/23,14,1176,Leisure,Solo,1.5
U0388,Gold,H035,11/2/25,11/9/25,7,1204,Leisure,Family,1.5
U0388,Gold,H044,3/18/25,4/1/25,14,3808,Leisure,Solo,1
U0388,Gold,H011,1/3/25,1/7/25,4,2440,Leisure,Couple,1.5
U0388,Gold,H083,10/14/25,10/17/25,3,828,Leisure,Couple,1.5
U0388,Gold,H089,6/7/24,6/14/24,7,896,Leisure,Couple,1.5
U0388,Gold,H075,10/6/25,10/10/25,4,472,Leisure,Family,2
U0388,Gold,H057,9/21/24,9/23/24,2,184,Leisure,Solo,1.5
U0388,Gold,H056,11/7/23,11/12/23,5,425,Family,Family,1.5
U0388,Gold,H043,10/8/23,10/10/23,2,564,Family,Family,2.5
U0389,Platinum,H062,10/29/24,11/5/24,7,3479,Leisure,Couple,3.5
U0389,Platinum,H047,5/23/24,5/27/24,4,624,Family,Couple,2
U0389,Platinum,H071,7/12/23,7/16/23,4,1616,Family,Family,3
U0389,Platinum,H041,6/14/25,6/17/25,3,1338,Family,Family,2.5
U0389,Platinum,H001,4/15/25,4/18/25,3,1335,Leisure,Group,2
U0389,Platinum,H023,12/24/23,12/28/23,4,1016,Family,Couple,3
U0389,Platinum,H092,12/24/24,12/25/24,1,565,Family,Family,2.5
U0389,Platinum,H072,9/25/24,9/28/24,3,1410,Family,Family,3.5
U0389,Platinum,H015,7/16/23,7/26/23,10,1470,Family,Family,2.5
U0389,Platinum,H003,10/28/23,10/30/23,2,512,Family,Family,2
U0389,Platinum,H032,6/25/24,6/28/24,3,1257,Leisure,Solo,3.5
U0390,Gold,H077,8/8/25,8/12/25,4,328,Leisure,Couple,2
U0390,Gold,H003,10/6/24,10/9/24,3,915,Business,Solo,1.5
U0390,Gold,H006,8/3/25,8/7/25,4,420,Leisure,Couple,1
U0390,Gold,H051,10/24/23,10/28/23,4,1352,Leisure,Family,1
U0390,Gold,H013,5/8/25,5/11/25,3,678,Leisure,Couple,1.5
U0390,Gold,H044,9/11/25,9/14/25,3,765,Leisure,Solo,2
U0390,Gold,H095,10/28/23,11/7/23,10,1210,Leisure,Group,1.5
U0390,Gold,H028,5/24/25,5/29/25,5,690,Leisure,Group,1.5
U0390,Gold,H047,8/30/24,9/6/24,7,1050,Leisure,Solo,1.5
U0390,Gold,H037,11/14/25,11/18/25,4,520,Leisure,Group,1.5
U0390,Gold,H062,11/23/24,11/25/24,2,1190,Leisure,Couple,1.5
U0390,Gold,H019,11/20/24,11/30/24,10,760,Leisure,Couple,1
U0391,Classic,H071,12/18/25,12/28/25,10,4150,Leisure,Solo,1.5
U0391,Classic,H046,3/8/24,3/10/24,2,216,Family,Family,1.5
U0391,Classic,H091,9/8/24,9/11/24,3,1182,Leisure,Solo,2
U0391,Classic,H037,5/28/25,5/31/25,3,363,Leisure,Solo,1.5
U0392,Diamond,H057,12/8/23,12/11/23,3,273,Business,Solo,1.5
U0392,Diamond,H072,8/11/23,8/12/23,1,516,Leisure,Solo,2.5
U0392,Diamond,H032,3/7/25,3/21/25,14,6664,Business,Solo,3.5
U0392,Diamond,H043,8/18/23,8/21/23,3,921,Leisure,Couple,2.5
U0392,Diamond,H004,7/13/25,7/20/25,7,1127,Leisure,Couple,2.5
U0392,Diamond,H055,11/16/25,11/21/25,5,665,Business,Solo,2
U0392,Diamond,H041,3/4/24,3/11/24,7,3143,Business,Solo,3.5
U0392,Diamond,H061,4/2/24,4/12/24,10,3720,Business,Solo,3
U0392,Diamond,H053,5/18/24,5/23/24,5,1395,Leisure,Group,2.5
U0392,Diamond,H002,12/3/23,12/6/23,3,1164,Leisure,Family,3
U0392,Diamond,H060,1/5/24,1/6/24,1,75,Leisure,Solo,1
U0392,Diamond,H084,5/31/25,6/1/25,1,191,Business,Solo,3
U0392,Diamond,H073,11/13/23,11/16/23,3,783,Family,Family,3.5
U0392,Diamond,H096,11/10/23,11/11/23,1,119,Leisure,Couple,2.5
U0392,Diamond,H012,8/2/25,8/3/25,1,426,Business,Group,3
U0392,Diamond,H021,9/27/23,10/1/23,4,2032,Leisure,Couple,2.5
U0392,Diamond,H052,2/21/24,2/22/24,1,344,Business,Group,2.5
U0392,Diamond,H023,8/17/25,8/22/25,5,1020,Leisure,Solo,3.5
U0392,Diamond,H003,2/4/24,2/9/24,5,1375,Business,Solo,3
U0393,Gold,H021,12/3/24,12/10/24,7,3360,Leisure,Couple,3
U0393,Gold,H011,8/17/24,8/20/24,3,1851,Leisure,Couple,3
U0393,Gold,H052,4/14/24,4/18/24,4,2532,Leisure,Family,3.5
U0393,Gold,H082,6/18/23,6/20/23,2,938,Leisure,Couple,4
U0393,Gold,H064,3/6/24,3/10/24,4,836,Business,Solo,2.5
U0393,Gold,H081,9/16/25,9/19/25,3,1662,Leisure,Couple,4
U0393,Gold,H023,4/13/24,4/16/24,3,669,Business,Group,3
U0393,Gold,H084,5/30/24,6/9/24,10,2580,Leisure,Family,3
U0394,Platinum,H053,8/17/23,8/20/23,3,609,Family,Family,2
U0394,Platinum,H014,3/31/25,4/1/25,1,207,Leisure,Group,2.5
U0394,Platinum,H011,7/30/24,8/6/24,7,4081,Family,Family,3
U0394,Platinum,H094,10/24/25,10/28/25,4,1160,Business,Solo,2.5
U0394,Platinum,H085,11/20/25,11/23/25,3,486,Leisure,Couple,2
U0394,Platinum,H062,11/30/23,12/4/23,4,1956,Business,Group,3.5
U0394,Platinum,H082,11/17/24,11/18/24,1,533,Leisure,Couple,4
U0394,Platinum,H007,6/12/23,6/16/23,4,324,Leisure,Couple,3
U0394,Platinum,H071,5/22/24,5/27/24,5,2000,Leisure,Couple,3.5
U0394,Platinum,H024,7/11/24,7/14/24,3,714,Business,Solo,2.5
U0394,Platinum,H051,6/23/23,6/26/23,3,891,Leisure,Family,3
U0395,Diamond,H032,2/23/25,2/25/25,2,960,Business,Group,4.5
U0395,Diamond,H052,3/24/25,3/31/25,7,2555,Leisure,Group,4
U0395,Diamond,H043,12/16/23,12/18/23,2,584,Business,Solo,4
U0395,Diamond,H042,6/11/25,6/13/25,2,990,Business,Solo,4
U0395,Diamond,H023,5/21/24,5/23/24,2,408,Business,Group,3
U0395,Diamond,H063,5/14/24,5/21/24,7,2296,Family,Couple,4.5
U0395,Diamond,H044,6/28/23,6/30/23,2,512,Leisure,Solo,2
U0395,Diamond,H003,2/21/24,3/2/24,10,2980,Business,Solo,4
U0395,Diamond,H001,2/5/25,2/12/25,7,3136,Business,Solo,5
U0395,Diamond,H024,10/29/24,11/8/24,10,2090,Leisure,Group,4
U0395,Diamond,H012,9/20/23,9/27/23,7,2919,Business,Solo,5
U0395,Diamond,H092,4/19/24,4/26/24,7,3024,Business,Group,4.5
U0395,Diamond,H022,6/4/23,6/18/23,14,6090,Business,Group,5
U0395,Diamond,H041,12/17/24,12/21/24,4,1780,Business,Solo,3
U0395,Diamond,H061,2/24/25,2/28/25,4,1812,Business,Solo,4.5
U0395,Diamond,H068,11/7/24,11/8/24,1,60,Business,Solo,2.5
U0395,Diamond,H062,12/29/23,1/5/24,7,3339,Business,Solo,4.5
U0395,Diamond,H076,10/9/25,10/23/25,14,2604,Business,Solo,2.5
U0395,Diamond,H082,3/7/25,3/9/25,2,1068,Family,Family,3.5
U0395,Diamond,H099,12/29/25,1/1/26,3,357,Business,Solo,2.5
U0396,Gold,H055,5/15/25,5/17/25,2,258,Leisure,Solo,1.5
U0396,Gold,H039,5/19/25,5/23/25,4,296,Family,Family,2.5
U0396,Gold,H034,8/11/24,8/14/24,3,1038,Leisure,Couple,2.5
U0396,Gold,H022,1/30/24,2/3/24,4,1952,Business,Solo,3
U0396,Gold,H031,7/15/24,7/19/24,4,2168,Business,Group,4
U0396,Gold,H045,10/24/23,10/29/23,5,665,Family,Family,2
U0396,Gold,H076,6/2/23,6/12/23,10,1120,Business,Solo,1.5
U0397,Gold,H085,12/17/24,12/31/24,14,2058,Leisure,Family,3
U0397,Gold,H002,8/9/24,8/11/24,2,772,Family,Family,3
U0397,Gold,H052,6/27/23,7/2/23,5,2695,Family,Couple,1
U0397,Gold,H092,10/10/25,10/12/25,2,1230,Business,Solo,2.5
U0397,Gold,H082,7/31/25,8/14/25,14,5502,Leisure,Family,3.5
U0397,Gold,H032,2/17/24,2/19/24,2,934,Family,Family,3
U0397,Gold,H014,9/8/25,9/11/25,3,705,Family,Family,2
U0397,Gold,H021,12/30/24,1/3/25,4,1720,Family,Couple,3.5
U0397,Gold,H051,10/30/23,11/6/23,7,2562,Family,Couple,3.5
U0397,Gold,H056,10/14/23,10/17/23,3,222,Family,Family,1.5
U0397,Gold,H041,9/16/23,9/19/23,3,1293,Leisure,Family,2.5
U0397,Gold,H081,10/23/23,10/26/23,3,1395,Family,Family,3
U0397,Gold,H042,6/6/25,6/10/25,4,2292,Leisure,Family,3
U0397,Gold,H013,8/2/24,8/6/24,4,756,Family,Family,3
U0397,Gold,H093,11/25/25,11/26/25,1,219,Family,Family,2.5
U0398,Silver,H047,11/4/23,11/6/23,2,232,Leisure,Group,3
U0398,Silver,H031,10/24/25,10/28/25,4,1968,Family,Couple,4.5
U0398,Silver,H032,7/24/25,7/26/25,2,832,Leisure,Family,4
U0398,Silver,H062,7/8/24,7/10/24,2,1080,Leisure,Couple,3
U0398,Silver,H084,2/10/25,2/14/25,4,752,Family,Family,3
U0398,Silver,H052,10/21/23,10/25/23,4,1380,Family,Family,3.5
U0398,Silver,H063,3/13/25,3/16/25,3,948,Business,Solo,3
U0399,Diamond,H011,3/6/24,3/16/24,10,6430,Business,Solo,4
U0399,Diamond,H031,11/6/25,11/13/25,7,3493,Business,Group,4.5
U0399,Diamond,H074,6/15/23,6/22/23,7,1449,Business,Group,4.5
U0399,Diamond,H012,6/25/23,7/9/23,14,5894,Business,Solo,3.5
U0399,Diamond,H082,5/14/24,5/16/24,2,950,Business,Solo,4.5
U0399,Diamond,H042,3/13/24,3/17/24,4,1540,Business,Solo,4
U0399,Diamond,H091,10/23/24,10/26/24,3,1224,Business,Solo,3.5
U0399,Diamond,H061,1/16/24,1/19/24,3,1386,Business,Group,5
U0399,Diamond,H052,4/22/24,4/24/24,2,1300,Business,Solo,4
U0399,Diamond,H021,8/19/24,8/24/24,5,2180,Business,Solo,4
U0399,Diamond,H013,5/10/24,5/11/24,1,294,Family,Couple,4.5
U0399,Diamond,H062,12/23/25,12/24/25,1,517,Business,Solo,5
U0399,Diamond,H092,4/17/25,4/22/25,5,1980,Business,Solo,4.5
U0399,Diamond,H032,9/6/25,9/9/25,3,1437,Business,Solo,5
U0399,Diamond,H022,10/28/23,10/31/23,3,1416,Business,Solo,4
U0399,Diamond,H003,6/12/23,6/14/23,2,584,Business,Solo,3.5
U0399,Diamond,H054,6/7/23,6/10/23,3,927,Family,Family,4
U0399,Diamond,H071,4/20/24,4/24/24,4,1724,Business,Solo,5
U0399,Diamond,H065,8/1/23,8/3/23,2,346,Business,Solo,2.5
U0400,Silver,H065,8/4/25,8/11/25,7,1239,Leisure,Solo,2.5
U0400,Silver,H086,12/29/25,12/30/25,1,114,Leisure,Solo,1.5
U0400,Silver,H002,12/20/24,1/3/25,14,5124,Leisure,Couple,2.5
U0400,Silver,H071,11/22/24,11/26/24,4,1724,Leisure,Group,2.5
U0400,Silver,H100,2/10/24,2/14/24,4,336,Leisure,Couple,2
U0400,Silver,H062,10/1/23,10/6/23,5,2260,Business,Solo,2.5
U0400,Silver,H040,3/30/25,4/2/25,3,312,Family,Family,1
U0400,Silver,H085,5/15/24,5/19/24,4,508,Leisure,Solo,1.5
U0401,Platinum,H054,9/6/24,9/9/24,3,888,Family,Family,2
U0401,Platinum,H097,6/3/24,6/5/24,2,284,Leisure,Couple,2
U0401,Platinum,H030,8/19/25,8/23/25,4,276,Leisure,Couple,1
U0401,Platinum,H091,11/1/23,11/4/23,3,1224,Leisure,Group,3.5
U0401,Platinum,H031,8/24/24,8/26/24,2,1182,Family,Family,4
U0401,Platinum,H051,11/10/25,11/13/25,3,1065,Leisure,Solo,5
U0401,Platinum,H042,7/29/25,8/5/25,7,4375,Business,Solo,4
U0401,Platinum,H073,10/24/25,10/26/25,2,388,Family,Family,1.5
U0401,Platinum,H002,8/14/25,8/15/25,1,340,Leisure,Family,3
U0401,Platinum,H061,7/29/23,7/31/23,2,704,Family,Family,4
U0401,Platinum,H072,11/18/25,11/19/25,1,500,Family,Family,4
U0401,Platinum,H010,7/22/25,7/26/25,4,176,Leisure,Couple,1.5
U0401,Platinum,H022,6/7/24,6/12/24,5,2775,Family,Couple,3.5
U0401,Platinum,H063,8/5/23,8/10/23,5,1255,Leisure,Couple,1.5
U0401,Platinum,H085,4/26/25,4/29/25,3,291,Leisure,Couple,2
U0401,Platinum,H035,7/26/25,8/5/25,10,1330,Business,Group,1.5
U0402,Gold,H071,9/12/25,9/15/25,3,1341,Family,Couple,3.5
U0402,Gold,H045,2/2/25,2/6/25,4,372,Family,Family,1.5
U0402,Gold,H043,11/3/23,11/5/23,2,598,Family,Family,3
U0402,Gold,H044,7/14/23,7/18/23,4,1144,Family,Family,2.5
U0402,Gold,H092,5/31/25,6/3/25,3,1662,Family,Family,2.5
U0402,Gold,H091,11/15/23,11/18/23,3,1209,Leisure,Family,2.5
U0402,Gold,H084,2/17/24,2/20/24,3,762,Family,Family,2.5
U0402,Gold,H002,8/18/24,8/22/24,4,1500,Family,Couple,3.5
U0402,Gold,H036,5/31/25,6/3/25,3,531,Leisure,Solo,2.5
U0402,Gold,H086,10/1/24,10/3/24,2,204,Family,Family,2
U0402,Gold,H072,6/3/24,6/7/24,4,1740,Leisure,Family,3.5
U0402,Gold,H042,9/3/23,9/6/23,3,1539,Leisure,Family,3.5
U0402,Gold,H069,7/24/24,7/27/24,3,372,Family,Family,1.5
U0403,Platinum,H092,8/24/24,8/28/24,4,1556,Business,Solo,3.5
U0403,Platinum,H082,8/6/25,8/8/25,2,880,Business,Solo,4.5
U0403,Platinum,H061,9/21/24,9/25/24,4,1908,Business,Solo,5
U0403,Platinum,H042,9/10/23,9/14/23,4,2436,Business,Solo,4.5
U0403,Platinum,H066,9/10/24,9/12/24,2,282,Family,Family,1.5
U0403,Platinum,H002,9/1/25,9/4/25,3,1077,Business,Solo,4
U0403,Platinum,H091,7/21/25,7/25/25,4,1612,Family,Couple,4
U0403,Platinum,H051,6/17/23,6/20/23,3,1041,Business,Solo,5
U0403,Platinum,H023,11/16/24,11/18/24,2,416,Business,Group,3.5
U0403,Platinum,H001,5/4/24,5/7/24,3,1647,Leisure,Solo,5
U0403,Platinum,H022,4/18/25,4/25/25,7,4151,Business,Solo,4.5
U0403,Platinum,H050,1/14/25,1/28/25,14,1078,Family,Family,2
U0403,Platinum,H011,4/2/25,4/9/25,7,4270,Leisure,Solo,4.5
U0403,Platinum,H093,11/1/23,11/2/23,1,196,Business,Solo,3.5
U0404,Classic,H022,8/26/24,8/30/24,4,1564,Business,Solo,4
U0404,Classic,H071,1/24/24,1/26/24,2,852,Business,Group,3
U0404,Classic,H053,2/13/24,2/20/24,7,1869,Business,Solo,4
U0404,Classic,H062,10/3/23,10/7/23,4,2332,Business,Solo,4.5
U0404,Classic,H063,7/24/25,7/29/25,5,1215,Business,Solo,5
U0404,Classic,H031,10/24/25,10/27/25,3,1428,Business,Solo,3.5
U0404,Classic,H024,4/10/25,4/13/25,3,858,Leisure,Couple,3
U0404,Classic,H041,6/28/24,6/29/24,1,443,Business,Solo,4.5
U0405,Silver,H051,4/5/25,4/9/25,4,1492,Leisure,Solo,1.5
U0405,Silver,H031,8/24/25,8/31/25,7,3437,Business,Solo,1
U0405,Silver,H004,5/1/24,5/3/24,2,302,Leisure,Family,1.5
U0405,Silver,H098,11/21/25,11/24/25,3,321,Leisure,Couple,1
U0405,Silver,H065,3/25/25,4/4/25,10,1730,Leisure,Solo,1.5
U0405,Silver,H090,12/23/24,1/6/25,14,1134,Leisure,Couple,1
U0405,Silver,H100,2/14/25,2/17/25,3,324,Leisure,Solo,1
U0405,Silver,H038,8/10/24,8/17/24,7,609,Leisure,Group,1
U0405,Silver,H024,8/29/25,8/30/25,1,296,Leisure,Couple,1.5
U0405,Silver,H018,3/23/25,3/28/25,5,475,Leisure,Solo,2
U0405,Silver,H059,1/15/24,1/20/24,5,625,Leisure,Solo,1
U0405,Silver,H046,12/16/24,12/17/24,1,116,Leisure,Couple,1.5
U0406,Classic,H029,8/31/24,9/5/24,5,295,Leisure,Couple,1.5
U0406,Classic,H088,7/18/24,7/20/24,2,130,Business,Solo,1
U0406,Classic,H074,12/17/24,12/22/24,5,1455,Leisure,Solo,2
U0406,Classic,H052,3/14/24,3/17/24,3,1164,Leisure,Solo,3
U0407,Gold,H023,1/11/24,1/15/24,4,856,Family,Couple,3
U0407,Gold,H072,8/23/23,8/27/23,4,1932,Family,Family,3
U0407,Gold,H053,3/9/25,3/13/25,4,980,Family,Family,2.5
U0407,Gold,H056,10/17/24,10/24/24,7,420,Leisure,Family,1.5
U0407,Gold,H021,6/13/25,6/15/25,2,830,Leisure,Family,2.5
U0407,Gold,H062,7/30/24,8/2/24,3,1476,Family,Family,3.5
U0407,Gold,H074,9/12/23,9/15/23,3,1050,Family,Family,2.5
U0407,Gold,H086,9/15/23,9/17/23,2,220,Leisure,Family,2.5
U0407,Gold,H054,10/19/25,10/22/25,3,1035,Family,Family,2
U0407,Gold,H064,11/4/24,11/9/24,5,1235,Leisure,Group,3
U0407,Gold,H046,6/17/23,6/19/23,2,186,Leisure,Family,2
U0407,Gold,H017,4/9/24,4/12/24,3,522,Business,Group,2.5
U0408,Gold,H030,8/31/23,9/7/23,7,483,Family,Family,1.5
